Available Drivers,Cancel Time,Order ID,Placed Time,Reject Time,Response Distance,Response Time,Service Type
162,,1777,6/11/2018 3:47:06 PM,,2746,6/11/2018 3:47:15 PM,Van
97,,1778,6/11/2018 3:47:31 PM,,1560,6/11/2018 3:47:38 PM,Van
235,,1779,6/11/2018 3:47:40 PM,,1097,6/11/2018 3:47:47 PM,Van
74,,1780,6/11/2018 3:49:12 PM,,3655,6/11/2018 3:49:48 PM,Van
46,,1781,6/11/2018 3:49:57 PM,,1917,6/11/2018 3:50:09 PM,Van
66,,1782,6/11/2018 3:51:47 PM,,2297,6/11/2018 3:52:07 PM,Van
156,,1783,6/11/2018 3:51:48 PM,,531,6/11/2018 3:51:56 PM,Van
119,,1784,6/11/2018 3:52:06 PM,,2165,6/11/2018 3:52:26 PM,Van
39,6/11/2018 3:55:56 PM,1785,6/11/2018 3:54:16 PM,,3012,6/11/2018 3:54:40 PM,Van
124,,1786,6/11/2018 3:54:18 PM,,2470,6/11/2018 3:54:37 PM,Van
127,,1787,6/11/2018 3:54:43 PM,,135,6/11/2018 3:54:54 PM,Van
29,,1788,6/11/2018 3:55:05 PM,,4234,6/11/2018 3:55:26 PM,Van
35,,1789,6/11/2018 3:58:24 PM,,3222,6/11/2018 3:58:47 PM,Van
100,,1790,6/11/2018 3:59:04 PM,,2017,6/11/2018 3:59:12 PM,Van
211,,1791,6/11/2018 3:59:26 PM,,2818,6/11/2018 3:59:34 PM,Van
27,,1792,6/11/2018 4:00:18 PM,,7501,6/11/2018 4:01:07 PM,Van
146,,1793,6/11/2018 4:03:00 PM,,418,6/11/2018 4:03:08 PM,Van
53,,1794,6/11/2018 4:03:03 PM,,2765,6/11/2018 4:03:41 PM,Van
126,,1795,6/11/2018 4:04:41 PM,,1844,6/11/2018 4:05:01 PM,Van
26,6/11/2018 4:06:13 PM,1796,6/11/2018 4:05:06 PM,,4980,6/11/2018 4:05:42 PM,Van
106,,1797,6/11/2018 4:05:22 PM,,2516,6/11/2018 4:05:30 PM,Van
115,,1798,6/11/2018 4:05:46 PM,,5569,6/11/2018 4:06:31 PM,Van
124,,1799,6/11/2018 4:06:42 PM,,2908,6/11/2018 4:07:02 PM,Van
24,,1800,6/11/2018 4:08:30 PM,,1201,6/11/2018 4:08:44 PM,Motorcycle
241,,1801,6/11/2018 4:09:23 PM,,1259,6/11/2018 4:09:32 PM,Van
84,,1802,6/11/2018 4:11:14 PM,,2645,6/11/2018 4:11:22 PM,Van
41,,1803,6/11/2018 4:11:15 PM,,2238,6/11/2018 4:11:23 PM,Van
48,,1804,6/11/2018 4:11:21 PM,,3786,6/11/2018 4:11:47 PM,Van
141,,1805,6/11/2018 4:13:32 PM,,1770,6/11/2018 4:13:43 PM,Van
152,,1806,6/11/2018 4:13:46 PM,,1394,6/11/2018 4:13:54 PM,Van
22,,1807,6/11/2018 4:14:50 PM,,16,6/11/2018 4:15:01 PM,Van
40,,1808,6/11/2018 4:15:34 PM,,3402,6/11/2018 4:15:58 PM,Van
119,,1809,6/11/2018 4:15:51 PM,,250,6/11/2018 4:16:02 PM,Van
97,,1810,6/11/2018 4:16:45 PM,,1979,6/11/2018 4:16:54 PM,Van
205,,1811,6/11/2018 4:16:51 PM,,3169,6/11/2018 4:16:58 PM,Van
26,,1812,6/11/2018 4:17:02 PM,,,6/11/2018 4:41:25 PM,Van
18,,1813,6/11/2018 4:21:31 PM,6/11/2018 5:51:36 PM,2394,6/11/2018 4:21:52 PM,Van
110,,1814,6/11/2018 4:22:05 PM,,2809,6/11/2018 4:22:26 PM,Van
98,,1815,6/11/2018 4:22:26 PM,,1692,6/11/2018 4:22:34 PM,Van
3,6/11/2018 4:42:55 PM,1816,6/11/2018 4:22:50 PM,,,,Van
67,,1817,6/11/2018 4:23:03 PM,,13514,6/11/2018 4:23:25 PM,Van
107,,1818,6/11/2018 4:24:45 PM,,1909,6/11/2018 4:24:55 PM,Van
237,,1819,6/11/2018 4:25:12 PM,,1829,6/11/2018 4:25:20 PM,Van
57,,1820,6/11/2018 4:26:07 PM,,2680,6/11/2018 4:26:29 PM,Van
84,6/11/2018 4:28:16 PM,1821,6/11/2018 4:27:03 PM,,1886,6/11/2018 4:27:22 PM,Van
92,,1822,6/11/2018 4:28:52 PM,,968,6/11/2018 4:29:14 PM,Van
50,,1823,6/11/2018 4:29:25 PM,,1216,6/11/2018 4:29:36 PM,Van
144,,1824,6/11/2018 4:29:28 PM,,2483,6/11/2018 4:29:37 PM,Van
53,,1825,6/11/2018 4:30:21 PM,6/12/2018 1:30:22 PM,3333,6/11/2018 4:30:37 PM,Van
98,,1826,6/11/2018 4:31:04 PM,,3081,6/11/2018 4:31:12 PM,Van
23,,1827,6/11/2018 4:32:05 PM,,2606,6/11/2018 4:32:16 PM,Van
58,,1828,6/11/2018 4:32:29 PM,,4859,6/11/2018 4:32:50 PM,Van
10,,1829,6/11/2018 4:32:48 PM,,3525,6/11/2018 4:33:13 PM,Van
132,,1830,6/11/2018 4:34:55 PM,,1628,6/11/2018 4:35:19 PM,Van
35,,1831,6/11/2018 4:35:03 PM,,488,6/11/2018 4:35:19 PM,Van
100,,1832,6/11/2018 4:35:06 PM,,2453,6/11/2018 4:35:29 PM,Van
133,,1833,6/11/2018 4:35:07 PM,,1151,6/11/2018 4:35:13 PM,Van
61,,1834,6/11/2018 4:35:58 PM,,4669,6/11/2018 4:36:35 PM,Van
23,,1835,6/11/2018 4:36:33 PM,,4435,6/11/2018 4:38:10 PM,Van
42,,1836,6/11/2018 4:36:52 PM,,3789,6/11/2018 4:37:13 PM,Van
32,,1837,6/11/2018 4:37:58 PM,,15154,6/11/2018 4:38:49 PM,Van
1,,1838,6/11/2018 4:38:37 PM,,6737,6/11/2018 4:40:59 PM,Van
13,,1839,6/11/2018 4:39:21 PM,6/12/2018 9:18:04 AM,7558,6/11/2018 5:55:37 PM,Van
32,,1840,6/11/2018 4:41:29 PM,,4982,6/11/2018 4:41:49 PM,Van
22,,1841,6/11/2018 4:42:05 PM,,2141,6/11/2018 4:42:14 PM,Van
131,,1842,6/11/2018 4:43:07 PM,,3118,6/11/2018 4:43:27 PM,Van
170,,1843,6/11/2018 4:43:31 PM,,2605,6/11/2018 4:43:39 PM,Van
6,,1844,6/11/2018 4:46:46 PM,,1196,6/11/2018 4:47:02 PM,Van
115,,1845,6/11/2018 4:47:20 PM,,2962,6/11/2018 4:47:29 PM,Van
23,,1846,6/11/2018 4:48:22 PM,,2104,6/11/2018 4:48:29 PM,Motorcycle
58,,1847,6/11/2018 4:48:45 PM,,2107,6/11/2018 4:48:56 PM,Van
63,,1848,6/11/2018 4:49:17 PM,,3263,6/11/2018 4:49:55 PM,Van
182,,1849,6/11/2018 4:50:57 PM,,2286,6/11/2018 4:51:18 PM,Van
215,,1850,6/11/2018 4:51:23 PM,,2109,6/11/2018 4:51:44 PM,Van
80,,1851,6/11/2018 4:52:15 PM,,3744,6/11/2018 4:52:25 PM,Van
165,,1852,6/11/2018 4:54:49 PM,,5172,6/11/2018 4:55:28 PM,Van
46,,1853,6/11/2018 4:57:04 PM,,2109,6/11/2018 4:57:13 PM,Van
21,,1854,6/11/2018 4:57:42 PM,,3205,6/11/2018 4:59:06 PM,Van
146,,1855,6/11/2018 4:58:08 PM,,423,6/11/2018 4:58:15 PM,Van
97,,1856,6/11/2018 4:59:10 PM,,1484,6/11/2018 4:59:18 PM,Van
83,,1857,6/11/2018 5:01:10 PM,,2615,6/11/2018 5:01:17 PM,Van
106,,1858,6/11/2018 5:04:18 PM,,2433,6/11/2018 5:04:33 PM,Van
35,,1859,6/11/2018 5:05:17 PM,,5090,6/11/2018 5:06:27 PM,Van
83,,1860,6/11/2018 5:05:30 PM,,2778,6/11/2018 5:05:53 PM,Van
14,,1861,6/11/2018 5:06:07 PM,,4967,6/11/2018 5:06:36 PM,Van
217,,1862,6/11/2018 5:06:10 PM,,6381,6/11/2018 5:06:46 PM,Van
1,,1863,6/11/2018 5:06:28 PM,,25780,6/11/2018 5:07:20 PM,Van
153,,1864,6/11/2018 5:07:25 PM,,2733,6/11/2018 5:07:33 PM,Van
37,,1865,6/11/2018 5:09:36 PM,,3084,6/11/2018 5:09:58 PM,Van
241,,1866,6/11/2018 5:10:29 PM,,2407,6/11/2018 5:10:38 PM,Van
54,,1867,6/11/2018 5:11:20 PM,,2152,6/11/2018 5:11:28 PM,Van
101,,1868,6/11/2018 5:11:44 PM,,3260,6/11/2018 5:11:51 PM,Van
114,,1869,6/11/2018 5:12:35 PM,,2962,6/11/2018 5:12:43 PM,Van
80,,1870,6/11/2018 5:15:11 PM,,2043,6/11/2018 5:15:25 PM,Van
187,,1871,6/11/2018 5:15:51 PM,,6507,6/11/2018 5:16:00 PM,Van
124,,1872,6/11/2018 5:16:40 PM,,2249,6/11/2018 5:16:54 PM,Van
137,,1873,6/11/2018 5:18:12 PM,,1229,6/11/2018 5:18:23 PM,Van
40,,1874,6/11/2018 5:18:31 PM,,1508,6/11/2018 5:18:39 PM,Van
139,,1875,6/11/2018 5:19:30 PM,,2206,6/11/2018 5:19:37 PM,Van
122,,1876,6/11/2018 5:20:52 PM,,5140,6/11/2018 5:21:13 PM,Van
139,,1877,6/11/2018 5:22:06 PM,,1994,6/11/2018 5:22:14 PM,Van
92,6/11/2018 5:24:12 PM,1878,6/11/2018 5:22:40 PM,,5731,6/11/2018 5:23:02 PM,Van
137,,1879,6/11/2018 5:23:42 PM,,2701,6/11/2018 5:23:55 PM,Van
252,,1880,6/11/2018 5:24:14 PM,,1999,6/11/2018 5:24:38 PM,Van
93,6/11/2018 5:24:50 PM,1881,6/11/2018 5:24:29 PM,,,,Van
91,,1882,6/11/2018 5:26:03 PM,,1657,6/11/2018 5:26:14 PM,Van
61,,1883,6/11/2018 5:27:28 PM,,2525,6/11/2018 5:27:38 PM,Van
27,,1884,6/11/2018 5:29:17 PM,,5146,6/11/2018 5:29:40 PM,Van
106,,1885,6/11/2018 5:29:23 PM,,1102,6/11/2018 5:29:47 PM,Van
91,,1886,6/11/2018 5:34:46 PM,6/11/2018 5:56:40 PM,2847,6/11/2018 5:34:54 PM,Van
31,,1887,6/11/2018 5:35:43 PM,,2961,6/11/2018 5:35:51 PM,Motorcycle
265,,1888,6/11/2018 5:38:05 PM,,3012,6/11/2018 5:38:25 PM,Van
101,,1889,6/11/2018 5:41:36 PM,,2988,6/11/2018 5:41:48 PM,Van
145,,1890,6/11/2018 5:41:44 PM,,4174,6/11/2018 5:42:08 PM,Van
149,,1891,6/11/2018 5:44:54 PM,,331,6/11/2018 5:45:02 PM,Van
144,6/11/2018 5:49:27 PM,1892,6/11/2018 5:45:30 PM,,2886,6/11/2018 5:45:38 PM,Van
50,,1893,6/11/2018 5:45:44 PM,,5515,6/11/2018 5:45:56 PM,Van
130,,1894,6/11/2018 5:47:25 PM,,435,6/11/2018 5:47:45 PM,Van
74,,1895,6/11/2018 5:50:05 PM,,4891,6/11/2018 5:50:25 PM,Van
28,,1896,6/11/2018 5:50:31 PM,,2089,6/11/2018 5:50:55 PM,Van
40,,1897,6/11/2018 5:51:07 PM,,634,6/11/2018 5:51:17 PM,Van
127,,1898,6/11/2018 5:52:19 PM,,2732,6/11/2018 5:52:28 PM,Van
122,,1899,6/11/2018 5:53:44 PM,,193,6/11/2018 5:53:52 PM,Van
167,,1900,6/11/2018 5:57:12 PM,,2310,6/11/2018 5:57:33 PM,Van
11,,1901,6/11/2018 5:58:33 PM,,3372,6/11/2018 5:59:05 PM,Van
161,,1902,6/11/2018 6:00:05 PM,,522,6/11/2018 6:00:15 PM,Van
11,,1903,6/11/2018 6:02:38 PM,,477,6/11/2018 6:04:02 PM,Van
28,,1904,6/11/2018 6:03:21 PM,,4803,6/11/2018 6:03:57 PM,Van
211,,1905,6/11/2018 6:05:26 PM,,1205,6/11/2018 6:05:38 PM,Van
22,,1906,6/11/2018 6:06:08 PM,,444,6/11/2018 6:06:38 PM,Van
62,,1907,6/11/2018 6:06:11 PM,,4104,6/11/2018 6:06:31 PM,Van
68,,1908,6/11/2018 6:07:27 PM,,2334,6/11/2018 6:07:34 PM,Van
53,6/11/2018 6:08:23 PM,1909,6/11/2018 6:08:16 PM,,,,Van
126,,1910,6/11/2018 6:08:39 PM,,2221,6/11/2018 6:08:47 PM,Van
54,,1911,6/11/2018 6:08:48 PM,,3177,6/11/2018 6:08:56 PM,Van
27,,1912,6/11/2018 6:08:49 PM,,2363,6/11/2018 6:09:00 PM,Van
29,,1913,6/11/2018 6:09:06 PM,,1406,6/11/2018 6:09:18 PM,Van
133,,1914,6/11/2018 6:10:32 PM,,2112,6/11/2018 6:10:43 PM,Van
50,,1915,6/11/2018 6:15:03 PM,,3038,6/11/2018 6:15:12 PM,Van
27,,1916,6/11/2018 6:16:00 PM,,2262,6/11/2018 6:16:17 PM,Motorcycle
35,,1917,6/11/2018 6:17:04 PM,,4305,6/11/2018 6:17:41 PM,Van
75,,1918,6/11/2018 6:17:06 PM,,4529,6/11/2018 6:17:36 PM,Van
15,,1919,6/11/2018 6:19:20 PM,,3776,6/11/2018 6:19:50 PM,Van
105,,1920,6/11/2018 6:20:11 PM,,1167,6/11/2018 6:20:19 PM,Van
146,,1921,6/11/2018 6:20:31 PM,,1628,6/11/2018 6:20:49 PM,Van
91,,1922,6/11/2018 6:21:10 PM,,2264,6/11/2018 6:21:21 PM,Van
143,,1923,6/11/2018 6:21:32 PM,,1500,6/11/2018 6:21:40 PM,Van
137,,1924,6/11/2018 6:23:09 PM,,3152,6/11/2018 6:23:17 PM,Van
159,,1925,6/11/2018 6:23:35 PM,,2280,6/11/2018 6:23:42 PM,Van
88,,1926,6/11/2018 6:24:16 PM,,1127,6/11/2018 6:24:23 PM,Van
1,6/11/2018 6:59:50 PM,1927,6/11/2018 6:26:56 PM,,,,Van
37,,1928,6/11/2018 6:28:17 PM,,4622,6/11/2018 6:28:43 PM,Van
24,,1929,6/11/2018 6:31:55 PM,,4741,6/11/2018 6:32:17 PM,Motorcycle
85,,1930,6/11/2018 6:32:29 PM,,2884,6/11/2018 6:32:57 PM,Van
52,,1931,6/11/2018 6:32:46 PM,,2271,6/11/2018 6:32:59 PM,Van
23,,1932,6/11/2018 6:33:39 PM,6/11/2018 7:12:15 PM,12584,6/11/2018 6:34:36 PM,Van
132,,1933,6/11/2018 6:36:59 PM,,1774,6/11/2018 6:37:10 PM,Van
52,,1934,6/11/2018 6:37:19 PM,,3032,6/11/2018 6:37:30 PM,Van
35,,1935,6/11/2018 6:38:10 PM,,4661,6/11/2018 6:38:34 PM,Van
22,,1936,6/11/2018 6:40:28 PM,,162,6/11/2018 6:40:42 PM,Van
28,,1937,6/11/2018 6:49:37 PM,,4533,6/11/2018 6:49:59 PM,Van
92,,1938,6/11/2018 6:49:40 PM,,1085,6/11/2018 6:50:01 PM,Van
52,,1939,6/11/2018 6:50:30 PM,,8481,6/11/2018 6:50:56 PM,Van
6,,1940,6/11/2018 6:50:40 PM,,5985,6/11/2018 6:51:10 PM,Van
31,,1941,6/11/2018 6:52:13 PM,,3567,6/11/2018 6:52:44 PM,Van
54,,1942,6/11/2018 6:53:28 PM,,1413,6/11/2018 6:53:43 PM,Van
29,,1943,6/11/2018 6:54:37 PM,,4319,6/11/2018 6:54:57 PM,Van
53,,1944,6/11/2018 6:57:29 PM,,2581,6/11/2018 6:57:40 PM,Van
54,,1945,6/11/2018 7:00:50 PM,,2464,6/11/2018 7:01:01 PM,Van
118,,1946,6/11/2018 7:03:50 PM,,3681,6/11/2018 7:04:09 PM,Van
22,,1947,6/11/2018 7:06:24 PM,,2375,6/11/2018 7:07:01 PM,Van
20,,1948,6/11/2018 7:10:12 PM,,5274,6/11/2018 7:11:07 PM,Van
32,,1949,6/11/2018 7:11:32 PM,,8083,6/11/2018 7:12:22 PM,Van
58,,1950,6/11/2018 7:11:59 PM,,1240,6/11/2018 7:12:07 PM,Van
20,,1951,6/11/2018 7:13:56 PM,,7970,6/11/2018 7:14:48 PM,Van
148,,1952,6/11/2018 7:15:48 PM,,1413,6/11/2018 7:15:55 PM,Van
106,,1953,6/11/2018 7:16:16 PM,,1753,6/11/2018 7:16:23 PM,Van
58,,1954,6/11/2018 7:16:25 PM,,3021,6/11/2018 7:16:34 PM,Van
91,,1955,6/11/2018 7:17:36 PM,,1657,6/11/2018 7:17:52 PM,Van
204,,1956,6/11/2018 7:18:03 PM,,783,6/11/2018 7:18:11 PM,Van
152,,1957,6/11/2018 7:24:08 PM,,2895,6/11/2018 7:24:27 PM,Van
136,,1958,6/11/2018 7:28:05 PM,,3257,6/11/2018 7:28:15 PM,Van
113,,1959,6/11/2018 7:28:38 PM,,1528,6/11/2018 7:28:59 PM,Van
118,,1960,6/11/2018 7:29:38 PM,,1844,6/11/2018 7:29:47 PM,Van
76,,1961,6/11/2018 7:33:16 PM,,1042,6/11/2018 7:33:26 PM,Van
32,,1962,6/11/2018 7:35:51 PM,,3165,6/11/2018 7:36:04 PM,Van
31,,1963,6/11/2018 7:37:37 PM,,5924,6/11/2018 7:38:33 PM,Van
145,,1964,6/11/2018 7:44:48 PM,,2948,6/11/2018 7:44:56 PM,Van
58,,1965,6/11/2018 7:46:00 PM,,1435,6/11/2018 7:46:07 PM,Van
222,,1966,6/11/2018 7:46:47 PM,,2440,6/11/2018 7:46:55 PM,Van
110,6/11/2018 7:55:51 PM,1967,6/11/2018 7:54:12 PM,,9114,6/11/2018 7:54:23 PM,Van
3,,1968,6/11/2018 7:54:45 PM,6/12/2018 4:17:54 PM,30004,6/11/2018 7:55:36 PM,Van
109,,1969,6/11/2018 7:56:00 PM,,963,6/11/2018 7:56:06 PM,Van
128,,1970,6/11/2018 7:57:03 PM,,1960,6/11/2018 7:57:22 PM,Van
75,6/11/2018 7:58:28 PM,1971,6/11/2018 7:58:05 PM,,8102,6/11/2018 7:58:12 PM,Van
72,6/11/2018 7:59:12 PM,1972,6/11/2018 7:58:41 PM,,13214,6/11/2018 7:59:04 PM,Van
13,6/11/2018 8:00:02 PM,1973,6/11/2018 7:59:25 PM,,4748,6/11/2018 8:00:00 PM,Van
74,6/11/2018 8:02:12 PM,1974,6/11/2018 7:59:34 PM,,4339,6/11/2018 8:00:01 PM,Van
94,,1975,6/11/2018 8:00:42 PM,,2967,6/11/2018 8:00:50 PM,Van
156,6/11/2018 8:02:53 PM,1976,6/11/2018 8:02:17 PM,,7909,6/11/2018 8:02:30 PM,Van
197,,1977,6/11/2018 8:07:43 PM,,2506,6/11/2018 8:07:50 PM,Van
235,,1978,6/11/2018 8:10:02 PM,,542,6/11/2018 8:10:12 PM,Van
126,,1979,6/11/2018 8:10:04 PM,,852,6/11/2018 8:10:16 PM,Van
55,,1980,6/11/2018 8:13:12 PM,,,6/11/2018 8:13:49 PM,Van
96,,1981,6/11/2018 8:19:22 PM,,2854,6/11/2018 8:19:30 PM,Van
94,,1982,6/11/2018 8:20:04 PM,,3272,6/11/2018 8:20:16 PM,Van
19,,1983,6/11/2018 8:20:11 PM,,2902,6/11/2018 8:20:32 PM,Van
23,,1984,6/11/2018 8:21:24 PM,,2727,6/11/2018 8:21:35 PM,Van
75,6/11/2018 8:28:43 PM,1985,6/11/2018 8:28:03 PM,,3454,6/11/2018 8:28:29 PM,Van
179,,1986,6/11/2018 8:32:14 PM,,2094,6/11/2018 8:32:25 PM,Van
97,,1987,6/11/2018 8:45:55 PM,,2282,6/11/2018 8:46:04 PM,Van
110,,1988,6/11/2018 8:46:03 PM,,1449,6/11/2018 8:46:25 PM,Van
57,,1989,6/11/2018 8:56:40 PM,,3755,6/11/2018 8:57:02 PM,Van
154,,1990,6/11/2018 8:59:10 PM,,,6/11/2018 8:59:32 PM,Van
39,,1991,6/11/2018 8:59:54 PM,,,6/11/2018 9:00:16 PM,Van
53,6/11/2018 9:03:58 PM,1992,6/11/2018 9:02:35 PM,,19726,6/11/2018 9:02:57 PM,Van
338,,1993,6/11/2018 9:10:12 PM,,5314,6/11/2018 9:10:19 PM,Van
217,,1994,6/11/2018 9:10:35 PM,,17680,6/11/2018 9:10:44 PM,Van
70,6/11/2018 9:24:34 PM,1995,6/11/2018 9:23:29 PM,,5798,6/11/2018 9:23:40 PM,Van
140,,1996,6/11/2018 9:27:34 PM,,5310,6/11/2018 9:27:44 PM,Van
162,,1997,6/11/2018 9:48:28 PM,,989,6/11/2018 9:48:53 PM,Van
93,,1998,6/11/2018 9:48:35 PM,,1069,6/11/2018 9:48:44 PM,Van
61,,1999,6/11/2018 10:18:42 PM,,6085,6/11/2018 10:19:25 PM,Van
49,,2000,6/11/2018 11:08:23 PM,,919,6/11/2018 11:08:34 PM,Van
375,,2001,6/11/2018 11:28:37 PM,,5811,6/11/2018 11:28:47 PM,Van
71,,2002,6/12/2018 1:27:58 AM,,9919,6/12/2018 1:28:36 AM,Van
313,,2003,6/12/2018 4:33:27 AM,,469,6/12/2018 4:33:57 AM,Van
106,6/12/2018 5:33:19 AM,2004,6/12/2018 5:32:25 AM,,6510,6/12/2018 5:33:12 AM,Van
44,,2005,6/12/2018 5:41:17 AM,,8222,6/12/2018 5:42:13 AM,Van
40,,2006,6/12/2018 5:49:08 AM,,16701,6/12/2018 5:55:27 AM,Van
42,6/12/2018 6:15:20 AM,2007,6/12/2018 6:13:41 AM,,9431,6/12/2018 6:14:47 AM,Van
42,6/12/2018 6:16:51 AM,2008,6/12/2018 6:15:30 AM,,9431,6/12/2018 6:16:20 AM,Van
29,,2009,6/12/2018 6:20:56 AM,,4847,6/12/2018 6:37:10 AM,Van
28,,2010,6/12/2018 6:24:00 AM,,5648,6/12/2018 6:25:34 AM,Motorcycle
141,,2011,6/12/2018 6:42:27 AM,,1833,6/12/2018 6:43:05 AM,Van
7,,2012,6/12/2018 6:45:39 AM,6/12/2018 7:16:50 AM,14375,6/12/2018 6:46:34 AM,Motorcycle
117,,2013,6/12/2018 6:58:12 AM,,418,6/12/2018 6:59:03 AM,Van
132,,2014,6/12/2018 7:00:09 AM,,4699,6/12/2018 7:00:32 AM,Van
88,,2015,6/12/2018 7:03:31 AM,,6468,6/12/2018 7:04:07 AM,Van
84,,2016,6/12/2018 7:08:51 AM,,4595,6/12/2018 7:09:27 AM,Van
35,,2017,6/12/2018 7:09:16 AM,,,6/12/2018 7:09:38 AM,Motorcycle
48,,2018,6/12/2018 7:10:30 AM,,1146,6/12/2018 7:10:44 AM,Van
40,,2019,6/12/2018 7:13:33 AM,,3151,6/12/2018 7:13:54 AM,Van
13,6/12/2018 7:14:44 AM,2020,6/12/2018 7:14:10 AM,,5791,6/12/2018 7:14:32 AM,Motorcycle
182,,2021,6/12/2018 7:21:12 AM,,3099,6/12/2018 7:21:34 AM,Van
32,,2022,6/12/2018 7:26:25 AM,,,6/12/2018 7:26:50 AM,Van
214,,2023,6/12/2018 7:27:12 AM,,2403,6/12/2018 7:27:39 AM,Van
16,,2024,6/12/2018 7:31:48 AM,,4121,6/12/2018 7:32:34 AM,Van
62,,2025,6/12/2018 7:33:09 AM,,2533,6/12/2018 7:33:18 AM,Van
46,6/12/2018 7:42:07 AM,2026,6/12/2018 7:33:12 AM,,,,Van
117,,2027,6/12/2018 7:34:18 AM,,13951,6/12/2018 7:34:26 AM,Van
100,,2028,6/12/2018 7:42:01 AM,,2857,6/12/2018 7:42:15 AM,Van
180,,2029,6/12/2018 7:43:16 AM,,2954,6/12/2018 7:43:41 AM,Van
50,,2030,6/12/2018 7:44:30 AM,,3032,6/12/2018 7:44:39 AM,Van
221,,2031,6/12/2018 7:44:50 AM,,2148,6/12/2018 7:45:02 AM,Van
75,,2032,6/12/2018 7:52:07 AM,,2741,6/12/2018 7:52:28 AM,Van
130,,2033,6/12/2018 7:57:55 AM,6/12/2018 9:31:50 AM,5301,6/12/2018 7:58:15 AM,Van
184,,2034,6/12/2018 7:58:42 AM,,2018,6/12/2018 7:59:12 AM,Van
53,,2035,6/12/2018 8:06:17 AM,,3924,6/12/2018 8:06:39 AM,Van
97,,2036,6/12/2018 8:07:07 AM,,2481,6/12/2018 8:07:18 AM,Van
94,6/12/2018 8:12:08 AM,2037,6/12/2018 8:07:28 AM,,1103,6/12/2018 8:07:39 AM,Van
18,,2038,6/12/2018 8:09:45 AM,,3976,6/12/2018 8:10:06 AM,Van
102,,2039,6/12/2018 8:11:17 AM,,,6/12/2018 8:11:22 AM,Van
52,,2040,6/12/2018 8:20:50 AM,,3039,6/12/2018 8:21:02 AM,Van
32,,2041,6/12/2018 8:22:24 AM,,114,6/12/2018 8:22:43 AM,Van
110,,2042,6/12/2018 8:22:43 AM,,3021,6/12/2018 8:23:08 AM,Van
174,,2043,6/12/2018 8:24:51 AM,,1036,6/12/2018 8:25:06 AM,Van
20,,2044,6/12/2018 8:25:34 AM,,518,6/12/2018 8:25:49 AM,Van
63,,2045,6/12/2018 8:26:33 AM,,2610,6/12/2018 8:26:43 AM,Van
75,,2046,6/12/2018 8:27:21 AM,,2817,6/12/2018 8:27:29 AM,Van
80,,2047,6/12/2018 8:28:53 AM,,2239,6/12/2018 8:29:03 AM,Van
15,,2048,6/12/2018 8:29:15 AM,,5337,6/12/2018 8:29:50 AM,Van
140,,2049,6/12/2018 8:30:59 AM,,1687,6/12/2018 8:31:18 AM,Van
130,6/12/2018 8:32:29 AM,2050,6/12/2018 8:31:05 AM,,8520,6/12/2018 8:31:27 AM,Van
23,,2051,6/12/2018 8:31:38 AM,,5154,6/12/2018 8:31:59 AM,Van
6,,2052,6/12/2018 8:32:35 AM,,8624,6/12/2018 8:33:17 AM,Van
175,,2053,6/12/2018 8:33:20 AM,,577,6/12/2018 8:33:31 AM,Van
83,,2054,6/12/2018 8:33:42 AM,,6362,6/12/2018 8:34:06 AM,Van
92,,2055,6/12/2018 8:34:34 AM,,3095,6/12/2018 8:34:47 AM,Van
33,,2056,6/12/2018 8:37:38 AM,,3156,6/12/2018 8:37:50 AM,Van
222,,2057,6/12/2018 8:40:19 AM,,995,6/12/2018 8:40:32 AM,Van
96,,2058,6/12/2018 8:40:43 AM,,9327,6/12/2018 8:40:56 AM,Van
10,,2059,6/12/2018 8:41:16 AM,,1292,6/12/2018 8:41:30 AM,Van
28,,2060,6/12/2018 8:42:57 AM,,2394,6/12/2018 8:43:37 AM,Motorcycle
145,,2061,6/12/2018 8:44:24 AM,,1396,6/12/2018 8:44:37 AM,Van
11,6/12/2018 8:44:55 AM,2062,6/12/2018 8:44:38 AM,,,,Motorcycle
133,,2063,6/12/2018 8:45:15 AM,,2258,6/12/2018 8:45:27 AM,Van
65,,2064,6/12/2018 8:45:38 AM,,1478,6/12/2018 8:46:00 AM,Van
24,,2065,6/12/2018 8:50:42 AM,,4513,6/12/2018 8:51:41 AM,Van
97,,2066,6/12/2018 8:51:28 AM,,1799,6/12/2018 8:51:42 AM,Van
222,,2067,6/12/2018 8:53:02 AM,,2067,6/12/2018 8:53:12 AM,Van
97,,2068,6/12/2018 8:53:12 AM,,894,6/12/2018 8:53:21 AM,Van
61,,2069,6/12/2018 8:54:23 AM,,2028,6/12/2018 8:54:37 AM,Van
136,,2070,6/12/2018 8:55:37 AM,,5509,6/12/2018 8:55:58 AM,Van
79,,2071,6/12/2018 8:55:52 AM,,4342,6/12/2018 8:56:12 AM,Van
119,6/12/2018 8:58:23 AM,2072,6/12/2018 8:57:38 AM,,455,6/12/2018 8:57:46 AM,Van
80,,2073,6/12/2018 8:58:02 AM,,1870,6/12/2018 8:58:12 AM,Van
130,,2074,6/12/2018 8:59:46 AM,,2797,6/12/2018 8:59:58 AM,Van
18,,2075,6/12/2018 9:01:27 AM,,1925,6/12/2018 9:02:11 AM,Van
76,,2076,6/12/2018 9:03:44 AM,,5826,6/12/2018 9:04:05 AM,Van
