Available Drivers,Cancel Time,Order ID,Placed Time,Reject Time,Response Distance,Response Time,Service Type
183,,10415,6/27/2018 7:38:25 PM,6/27/2018 8:03:06 PM,3460,6/27/2018 7:38:33 PM,Van
2,6/27/2018 7:39:07 PM,10416,6/27/2018 7:38:35 PM,,1396,6/27/2018 7:38:56 PM,Van
128,,10417,6/27/2018 7:43:02 PM,,5034,6/27/2018 7:43:24 PM,Van
196,,10418,6/27/2018 7:46:22 PM,,3172,6/27/2018 7:46:30 PM,Van
107,,10419,6/27/2018 7:46:30 PM,,3614,6/27/2018 7:46:39 PM,Van
46,,10420,6/27/2018 7:48:17 PM,,2615,6/27/2018 7:48:38 PM,Van
171,,10421,6/27/2018 7:49:44 PM,,553,6/27/2018 7:49:49 PM,Van
280,,10422,6/27/2018 7:49:55 PM,,1935,6/27/2018 7:50:04 PM,Van
13,,10423,6/27/2018 7:51:08 PM,,1099,6/27/2018 7:51:13 PM,Van
317,,10424,6/27/2018 7:52:18 PM,,3264,6/27/2018 7:52:25 PM,Van
159,,10425,6/27/2018 7:54:19 PM,6/27/2018 8:07:49 PM,2811,6/27/2018 7:54:27 PM,Van
70,,10426,6/27/2018 7:54:23 PM,,2308,6/27/2018 7:54:34 PM,Motorcycle
109,,10427,6/27/2018 7:56:32 PM,,5844,6/27/2018 7:57:01 PM,Van
240,,10428,6/27/2018 7:59:33 PM,,646,6/27/2018 7:59:45 PM,Van
221,,10429,6/27/2018 8:00:57 PM,,2904,6/27/2018 8:01:06 PM,Van
54,,10430,6/27/2018 8:02:31 PM,,2757,6/27/2018 8:02:58 PM,Van
175,,10431,6/27/2018 8:06:10 PM,,1259,6/27/2018 8:06:18 PM,Van
94,,10432,6/27/2018 8:06:52 PM,,2444,6/27/2018 8:07:00 PM,Van
37,,10433,6/27/2018 8:08:25 PM,,1543,6/27/2018 8:08:35 PM,Van
16,,10434,6/27/2018 8:16:19 PM,,4323,6/27/2018 8:16:44 PM,Van
1,6/27/2018 8:17:24 PM,10435,6/27/2018 8:16:37 PM,,,,Van
68,,10436,6/27/2018 8:17:16 PM,,7519,6/27/2018 8:17:55 PM,Van
244,,10437,6/27/2018 8:17:22 PM,,2684,6/27/2018 8:17:33 PM,Van
1,6/27/2018 8:19:12 PM,10438,6/27/2018 8:18:55 PM,,,,Van
167,,10439,6/27/2018 8:21:35 PM,,3053,6/27/2018 8:21:44 PM,Van
1,6/27/2018 8:23:39 PM,10440,6/27/2018 8:22:24 PM,,,,Van
241,,10441,6/27/2018 8:26:13 PM,,2440,6/27/2018 8:26:24 PM,Van
308,,10442,6/27/2018 8:26:23 PM,,3081,6/27/2018 8:26:35 PM,Van
7,6/27/2018 8:56:49 PM,10443,6/27/2018 8:41:58 PM,,,,Van
78,,10444,6/27/2018 8:42:14 PM,,3434,6/27/2018 8:42:22 PM,Van
318,,10445,6/27/2018 8:44:39 PM,,3073,6/27/2018 8:44:47 PM,Van
188,,10446,6/27/2018 8:47:19 PM,6/28/2018 8:22:36 AM,,6/27/2018 8:47:53 PM,Van
221,,10447,6/27/2018 8:53:12 PM,,3216,6/27/2018 8:53:21 PM,Van
93,,10448,6/27/2018 8:56:07 PM,,3667,6/27/2018 8:56:15 PM,Van
109,,10449,6/27/2018 8:56:53 PM,,4712,6/27/2018 8:57:14 PM,Van
271,,10450,6/27/2018 8:58:39 PM,,508,6/27/2018 8:58:47 PM,Van
278,,10451,6/27/2018 8:59:47 PM,,850,6/27/2018 8:59:54 PM,Van
221,,10452,6/27/2018 9:04:23 PM,,2423,6/27/2018 9:04:33 PM,Van
310,6/27/2018 9:13:58 PM,10453,6/27/2018 9:10:02 PM,,5027,6/27/2018 9:10:26 PM,Van
59,,10454,6/27/2018 9:14:08 PM,,6858,6/27/2018 9:14:45 PM,Van
206,,10455,6/27/2018 9:17:25 PM,,3568,6/27/2018 9:17:32 PM,Van
55,,10456,6/27/2018 9:29:17 PM,,4772,6/27/2018 9:29:28 PM,Van
263,6/27/2018 9:33:58 PM,10457,6/27/2018 9:33:37 PM,,5179,6/27/2018 9:33:47 PM,Van
231,,10458,6/27/2018 9:40:30 PM,,5655,6/27/2018 9:40:38 PM,Van
200,6/27/2018 9:51:07 PM,10459,6/27/2018 9:47:37 PM,,3426,6/27/2018 9:47:49 PM,Van
35,,10460,6/27/2018 9:50:33 PM,,3749,6/27/2018 9:51:08 PM,Van
185,,10461,6/27/2018 10:05:05 PM,,5084,6/27/2018 10:05:15 PM,Van
327,,10462,6/27/2018 10:10:07 PM,,3504,6/27/2018 10:10:19 PM,Van
321,,10463,6/27/2018 10:21:09 PM,,3991,6/27/2018 10:21:45 PM,Van
222,,10464,6/27/2018 10:37:22 PM,,3389,6/27/2018 10:37:31 PM,Van
44,,10465,6/27/2018 10:40:27 PM,,7926,6/27/2018 10:41:23 PM,Motorcycle
410,,10466,6/28/2018 12:23:57 AM,,2978,6/28/2018 12:24:17 AM,Van
18,6/28/2018 12:46:33 AM,10467,6/28/2018 12:45:27 AM,,,,Van
140,6/28/2018 1:22:10 AM,10468,6/28/2018 1:21:14 AM,,12070,6/28/2018 1:21:55 AM,Van
113,,10469,6/28/2018 5:03:52 AM,,6585,6/28/2018 7:55:50 AM,Van
98,,10470,6/28/2018 6:00:54 AM,,7248,6/28/2018 6:01:42 AM,Van
37,6/28/2018 6:10:29 AM,10471,6/28/2018 6:08:25 AM,,,,Van
144,,10472,6/28/2018 6:23:09 AM,,1028,6/28/2018 6:23:29 AM,Van
120,6/28/2018 6:47:39 AM,10473,6/28/2018 6:47:06 AM,,2688,6/28/2018 6:47:14 AM,Van
120,,10474,6/28/2018 6:48:32 AM,,3707,6/28/2018 6:48:42 AM,Van
33,,10475,6/28/2018 6:56:21 AM,,5983,6/28/2018 6:59:21 AM,Van
14,,10476,6/28/2018 6:57:27 AM,,5354,6/28/2018 6:58:03 AM,Van
46,,10477,6/28/2018 6:57:53 AM,,1088,6/28/2018 6:58:34 AM,Motorcycle
96,,10478,6/28/2018 7:02:24 AM,,4914,6/28/2018 7:02:47 AM,Van
37,,10479,6/28/2018 7:02:31 AM,,5380,6/28/2018 8:04:05 AM,Van
20,,10480,6/28/2018 7:12:44 AM,,25573,6/28/2018 7:14:32 AM,Van
28,,10481,6/28/2018 7:26:34 AM,,,6/28/2018 7:59:56 AM,Van
67,,10482,6/28/2018 7:27:36 AM,,3675,6/28/2018 7:27:46 AM,Van
96,,10483,6/28/2018 7:29:31 AM,,7540,6/28/2018 7:30:06 AM,Van
91,6/28/2018 7:33:57 AM,10484,6/28/2018 7:29:35 AM,,2600,6/28/2018 7:30:00 AM,Van
91,6/28/2018 7:36:14 AM,10485,6/28/2018 7:34:13 AM,,2446,6/28/2018 7:34:35 AM,Van
89,,10486,6/28/2018 7:36:24 AM,,2605,6/28/2018 7:36:50 AM,Van
65,,10487,6/28/2018 7:48:04 AM,,1110,6/28/2018 7:48:12 AM,Van
68,,10488,6/28/2018 7:53:22 AM,,4335,6/28/2018 7:54:09 AM,Van
113,,10489,6/28/2018 7:54:20 AM,,5161,6/28/2018 7:54:45 AM,Van
28,6/28/2018 7:57:50 AM,10490,6/28/2018 7:54:25 AM,,,,Van
120,,10491,6/28/2018 8:01:25 AM,,3510,6/28/2018 8:01:32 AM,Van
29,6/28/2018 8:08:08 AM,10492,6/28/2018 8:02:19 AM,,,,Van
141,,10493,6/28/2018 8:06:38 AM,,3784,6/28/2018 8:06:51 AM,Van
150,,10494,6/28/2018 8:07:27 AM,,2969,6/28/2018 8:07:35 AM,Van
139,,10495,6/28/2018 8:08:59 AM,,4738,6/28/2018 8:09:19 AM,Van
176,,10496,6/28/2018 8:13:53 AM,,2356,6/28/2018 8:14:10 AM,Van
288,,10497,6/28/2018 8:16:13 AM,,3172,6/28/2018 8:16:34 AM,Van
19,,10498,6/28/2018 8:17:04 AM,,3520,6/28/2018 8:17:24 AM,Van
45,,10499,6/28/2018 8:20:34 AM,,4622,6/28/2018 8:21:01 AM,Van
163,,10500,6/28/2018 8:20:58 AM,,2917,6/28/2018 8:21:06 AM,Van
178,,10501,6/28/2018 8:21:06 AM,,1935,6/28/2018 8:21:14 AM,Van
15,,10502,6/28/2018 8:21:16 AM,,15198,6/28/2018 8:23:34 AM,Motorcycle
137,,10503,6/28/2018 8:22:59 AM,,1103,6/28/2018 8:23:09 AM,Van
310,,10504,6/28/2018 8:23:16 AM,,2503,6/28/2018 8:23:50 AM,Van
150,,10505,6/28/2018 8:23:38 AM,,1895,6/28/2018 8:23:50 AM,Van
218,,10506,6/28/2018 8:27:36 AM,,1929,6/28/2018 8:27:44 AM,Van
124,,10507,6/28/2018 8:30:18 AM,,1293,6/28/2018 8:30:39 AM,Van
218,,10508,6/28/2018 8:30:47 AM,,2389,6/28/2018 8:30:55 AM,Van
109,,10509,6/28/2018 8:32:10 AM,,1349,6/28/2018 8:32:18 AM,Van
33,,10510,6/28/2018 8:33:40 AM,,3723,6/28/2018 8:34:11 AM,Van
27,,10511,6/28/2018 8:34:24 AM,,4470,6/28/2018 8:34:44 AM,Motorcycle
42,,10512,6/28/2018 8:34:42 AM,,512,6/28/2018 8:34:53 AM,Motorcycle
75,,10513,6/28/2018 8:35:11 AM,,4862,6/28/2018 8:35:42 AM,Van
197,6/28/2018 8:37:01 AM,10514,6/28/2018 8:36:25 AM,,1387,6/28/2018 8:36:32 AM,Van
32,,10515,6/28/2018 8:36:37 AM,,4855,6/28/2018 8:44:26 AM,Van
171,,10516,6/28/2018 8:38:32 AM,,2237,6/28/2018 8:38:41 AM,Van
102,,10517,6/28/2018 8:38:44 AM,,2406,6/28/2018 8:38:53 AM,Van
75,,10518,6/28/2018 8:42:49 AM,,2588,6/28/2018 8:43:00 AM,Van
137,,10519,6/28/2018 8:44:23 AM,,1385,6/28/2018 8:44:35 AM,Van
119,,10520,6/28/2018 8:47:50 AM,,,6/28/2018 8:48:12 AM,Van
11,,10521,6/28/2018 8:48:13 AM,,2732,6/28/2018 8:48:35 AM,Van
237,,10522,6/28/2018 8:49:11 AM,,2875,6/28/2018 8:49:21 AM,Van
161,,10523,6/28/2018 8:49:53 AM,,923,6/28/2018 8:50:00 AM,Van
53,,10524,6/28/2018 8:50:23 AM,,2189,6/28/2018 8:50:45 AM,Van
15,,10525,6/28/2018 8:51:36 AM,,1964,6/28/2018 8:52:17 AM,Van
29,,10526,6/28/2018 8:51:41 AM,,344,6/28/2018 8:51:51 AM,Van
46,,10527,6/28/2018 8:53:17 AM,,3077,6/28/2018 8:53:25 AM,Van
314,,10528,6/28/2018 8:53:49 AM,,2798,6/28/2018 8:54:09 AM,Van
256,,10529,6/28/2018 8:56:32 AM,,2056,6/28/2018 8:56:39 AM,Van
98,6/28/2018 8:59:51 AM,10530,6/28/2018 8:57:46 AM,,2792,6/28/2018 8:58:13 AM,Van
201,,10531,6/28/2018 9:02:10 AM,,2215,6/28/2018 9:02:18 AM,Van
74,,10532,6/28/2018 9:03:28 AM,,2234,6/28/2018 9:03:56 AM,Van
275,,10533,6/28/2018 9:03:43 AM,,1955,6/28/2018 9:04:03 AM,Van
36,,10534,6/28/2018 9:04:56 AM,,9960,6/28/2018 9:05:47 AM,Van
49,,10535,6/28/2018 9:06:39 AM,,4834,6/28/2018 9:07:46 AM,Motorcycle
196,,10536,6/28/2018 9:06:54 AM,,5008,6/28/2018 9:07:42 AM,Van
94,,10537,6/28/2018 9:08:08 AM,,837,6/28/2018 9:08:15 AM,Van
139,,10538,6/28/2018 9:09:27 AM,,2743,6/28/2018 9:09:37 AM,Van
124,,10539,6/28/2018 9:11:31 AM,,3304,6/28/2018 9:11:40 AM,Van
293,,10540,6/28/2018 9:11:39 AM,,3524,6/28/2018 9:11:53 AM,Van
193,,10541,6/28/2018 9:14:24 AM,,3851,6/28/2018 9:14:35 AM,Van
208,6/28/2018 9:15:42 AM,10542,6/28/2018 9:15:12 AM,,3491,6/28/2018 9:15:20 AM,Van
26,,10543,6/28/2018 9:17:33 AM,,7098,6/28/2018 9:18:23 AM,Van
39,6/28/2018 9:20:55 AM,10544,6/28/2018 9:17:55 AM,,,,Van
204,6/28/2018 9:18:43 AM,10545,6/28/2018 9:18:11 AM,,5588,6/28/2018 9:18:31 AM,Van
184,,10546,6/28/2018 9:18:51 AM,,2039,6/28/2018 9:19:00 AM,Van
111,,10547,6/28/2018 9:19:23 AM,,2189,6/28/2018 9:19:34 AM,Van
33,6/28/2018 9:20:44 AM,10548,6/28/2018 9:20:28 AM,,,,Van
295,,10549,6/28/2018 9:21:15 AM,,2563,6/28/2018 9:21:23 AM,Van
205,6/28/2018 9:21:55 AM,10550,6/28/2018 9:21:25 AM,,5591,6/28/2018 9:21:45 AM,Van
137,,10551,6/28/2018 9:21:50 AM,,1990,6/28/2018 9:22:01 AM,Van
2,6/28/2018 9:32:56 AM,10552,6/28/2018 9:21:54 AM,,,,Van
124,,10553,6/28/2018 9:22:04 AM,,2303,6/28/2018 9:22:11 AM,Van
206,6/28/2018 9:22:37 AM,10554,6/28/2018 9:22:08 AM,,5595,6/28/2018 9:22:28 AM,Van
39,,10555,6/28/2018 9:22:12 AM,,,6/28/2018 9:23:26 AM,Van
36,6/28/2018 9:24:47 AM,10556,6/28/2018 9:22:22 AM,,6163,6/28/2018 9:23:20 AM,Van
209,6/28/2018 9:23:23 AM,10557,6/28/2018 9:23:01 AM,,3538,6/28/2018 9:23:09 AM,Van
157,,10558,6/28/2018 9:23:04 AM,,5242,6/28/2018 9:23:16 AM,Van
204,,10559,6/28/2018 9:23:11 AM,,3672,6/28/2018 9:23:19 AM,Van
180,,10560,6/28/2018 9:23:18 AM,,1446,6/28/2018 9:23:27 AM,Van
80,,10561,6/28/2018 9:24:14 AM,,2784,6/28/2018 9:24:32 AM,Van
40,,10562,6/28/2018 9:24:15 AM,,6081,6/28/2018 9:24:50 AM,Van
284,,10563,6/28/2018 9:24:26 AM,,3213,6/28/2018 9:24:34 AM,Van
110,,10564,6/28/2018 9:25:21 AM,,1809,6/28/2018 9:25:29 AM,Van
304,,10565,6/28/2018 9:25:47 AM,,1328,6/28/2018 9:25:54 AM,Van
175,,10566,6/28/2018 9:26:38 AM,,7653,6/28/2018 9:26:47 AM,Van
146,,10567,6/28/2018 9:28:59 AM,,3337,6/28/2018 9:29:07 AM,Van
18,,10568,6/28/2018 9:31:00 AM,,5851,6/28/2018 9:31:44 AM,Van
291,,10569,6/28/2018 9:31:06 AM,,2852,6/28/2018 9:31:12 AM,Van
178,,10570,6/28/2018 9:31:56 AM,,2940,6/28/2018 9:32:03 AM,Van
166,,10571,6/28/2018 9:33:05 AM,6/28/2018 10:09:31 AM,6618,6/28/2018 9:33:45 AM,Van
231,,10572,6/28/2018 9:33:33 AM,,2420,6/28/2018 9:33:41 AM,Van
141,,10573,6/28/2018 9:35:19 AM,,3292,6/28/2018 9:35:27 AM,Van
111,,10574,6/28/2018 9:35:51 AM,,2769,6/28/2018 9:36:16 AM,Van
45,,10575,6/28/2018 9:36:00 AM,,14,6/28/2018 9:36:12 AM,Van
150,,10576,6/28/2018 9:36:57 AM,,3662,6/28/2018 9:37:07 AM,Van
67,,10577,6/28/2018 9:37:21 AM,,3214,6/28/2018 9:37:32 AM,Van
9,,10578,6/28/2018 9:37:24 AM,,2314,6/28/2018 9:50:22 AM,Van
74,,10579,6/28/2018 9:37:42 AM,,5621,6/28/2018 9:38:02 AM,Van
139,,10580,6/28/2018 9:38:07 AM,,2923,6/28/2018 9:38:15 AM,Van
149,,10581,6/28/2018 9:39:58 AM,,1959,6/28/2018 9:40:05 AM,Van
293,,10582,6/28/2018 9:40:20 AM,,2055,6/28/2018 9:40:28 AM,Van
58,,10583,6/28/2018 9:40:49 AM,,3589,6/28/2018 9:40:57 AM,Motorcycle
182,,10584,6/28/2018 9:41:00 AM,,2689,6/28/2018 9:41:09 AM,Van
228,,10585,6/28/2018 9:41:35 AM,,2665,6/28/2018 9:41:42 AM,Van
44,6/28/2018 9:43:29 AM,10586,6/28/2018 9:42:18 AM,,4912,6/28/2018 9:42:55 AM,Motorcycle
55,,10587,6/28/2018 9:42:39 AM,,2752,6/28/2018 9:42:45 AM,Van
22,,10588,6/28/2018 9:43:01 AM,,1082,6/28/2018 9:43:14 AM,Van
150,,10589,6/28/2018 9:43:32 AM,,2434,6/28/2018 9:43:41 AM,Van
93,,10590,6/28/2018 9:43:38 AM,,1944,6/28/2018 9:43:46 AM,Van
300,,10591,6/28/2018 9:44:02 AM,,41,6/28/2018 9:44:18 AM,Van
46,6/28/2018 9:45:42 AM,10592,6/28/2018 9:44:23 AM,,4769,6/28/2018 9:45:00 AM,Motorcycle
137,,10593,6/28/2018 9:46:23 AM,,3603,6/28/2018 9:46:32 AM,Van
293,,10594,6/28/2018 9:47:09 AM,,1368,6/28/2018 9:47:17 AM,Van
169,,10595,6/28/2018 9:47:56 AM,,4245,6/28/2018 9:48:23 AM,Van
23,,10596,6/28/2018 9:48:01 AM,,3208,6/28/2018 9:48:28 AM,Van
54,6/28/2018 9:55:22 AM,10597,6/28/2018 9:51:16 AM,,495,6/28/2018 9:51:53 AM,Motorcycle
157,,10598,6/28/2018 9:51:55 AM,,2311,6/28/2018 9:52:03 AM,Van
67,,10599,6/28/2018 9:53:05 AM,,413,6/28/2018 9:53:10 AM,Van
166,,10600,6/28/2018 9:53:10 AM,,2310,6/28/2018 9:53:20 AM,Van
144,,10601,6/28/2018 9:53:29 AM,,1883,6/28/2018 9:53:41 AM,Van
27,,10602,6/28/2018 9:53:48 AM,,4564,6/28/2018 9:54:26 AM,Van
144,,10603,6/28/2018 9:55:06 AM,,1591,6/28/2018 9:55:20 AM,Van
45,,10604,6/28/2018 9:56:18 AM,,4453,6/28/2018 9:56:45 AM,Van
217,,10605,6/28/2018 9:56:23 AM,,278,6/28/2018 9:56:32 AM,Van
175,,10606,6/28/2018 10:00:17 AM,,4022,6/28/2018 10:00:40 AM,Van
32,,10607,6/28/2018 10:00:21 AM,,1940,6/28/2018 10:00:31 AM,Van
179,,10608,6/28/2018 10:00:24 AM,,2717,6/28/2018 10:00:38 AM,Van
187,,10609,6/28/2018 10:02:33 AM,,3485,6/28/2018 10:02:43 AM,Van
13,,10610,6/28/2018 10:03:24 AM,,4618,6/28/2018 10:03:46 AM,Van
52,,10611,6/28/2018 10:04:18 AM,,2454,6/28/2018 10:04:41 AM,Van
79,,10612,6/28/2018 10:05:03 AM,,1903,6/28/2018 10:05:18 AM,Van
53,,10613,6/28/2018 10:07:54 AM,,3833,6/28/2018 10:08:13 AM,Motorcycle
266,,10614,6/28/2018 10:08:05 AM,,4942,6/28/2018 10:08:33 AM,Van
183,,10615,6/28/2018 10:08:51 AM,,3084,6/28/2018 10:09:00 AM,Van
1,,10616,6/28/2018 10:08:57 AM,,46419,6/28/2018 10:09:51 AM,Van
306,,10617,6/28/2018 10:09:05 AM,,2004,6/28/2018 10:09:16 AM,Van
313,,10618,6/28/2018 10:10:12 AM,,3525,6/28/2018 10:10:31 AM,Van
265,,10619,6/28/2018 10:11:18 AM,,3073,6/28/2018 10:11:27 AM,Van
87,,10620,6/28/2018 10:11:20 AM,,2455,6/28/2018 10:11:41 AM,Van
193,,10621,6/28/2018 10:11:44 AM,,2743,6/28/2018 10:11:53 AM,Van
144,,10622,6/28/2018 10:11:56 AM,,2819,6/28/2018 10:12:22 AM,Van
195,,10623,6/28/2018 10:12:03 AM,,1621,6/28/2018 10:12:11 AM,Van
243,,10624,6/28/2018 10:12:17 AM,,305,6/28/2018 10:12:27 AM,Van
36,6/28/2018 10:30:30 AM,10625,6/28/2018 10:12:34 AM,,,,Van
161,,10626,6/28/2018 10:14:25 AM,,1736,6/28/2018 10:14:37 AM,Van
206,,10627,6/28/2018 10:14:28 AM,,1058,6/28/2018 10:14:48 AM,Van
145,,10628,6/28/2018 10:15:30 AM,,5434,6/28/2018 10:16:04 AM,Van
143,,10629,6/28/2018 10:16:07 AM,,1966,6/28/2018 10:16:16 AM,Van
128,,10630,6/28/2018 10:16:47 AM,,4113,6/28/2018 10:17:13 AM,Van
178,,10631,6/28/2018 10:17:02 AM,,1076,6/28/2018 10:17:12 AM,Van
115,,10632,6/28/2018 10:19:02 AM,,3712,6/28/2018 10:19:27 AM,Van
55,,10633,6/28/2018 10:19:21 AM,,2814,6/28/2018 10:19:29 AM,Van
76,,10634,6/28/2018 10:19:31 AM,,4830,6/28/2018 10:19:56 AM,Van
299,,10635,6/28/2018 10:19:41 AM,,2861,6/28/2018 10:19:49 AM,Van
159,,10636,6/28/2018 10:19:49 AM,,1747,6/28/2018 10:20:08 AM,Van
140,,10637,6/28/2018 10:21:23 AM,,1504,6/28/2018 10:21:46 AM,Van
198,,10638,6/28/2018 10:21:26 AM,,3034,6/28/2018 10:21:36 AM,Van
165,,10639,6/28/2018 10:21:52 AM,,3027,6/28/2018 10:21:59 AM,Van
117,6/28/2018 10:25:18 AM,10640,6/28/2018 10:24:36 AM,,7160,6/28/2018 10:24:45 AM,Van
195,,10641,6/28/2018 10:26:35 AM,,1423,6/28/2018 10:26:55 AM,Van
13,,10642,6/28/2018 10:26:58 AM,,3363,6/28/2018 10:27:12 AM,Van
266,,10643,6/28/2018 10:27:03 AM,,3253,6/28/2018 10:27:14 AM,Van
175,,10644,6/28/2018 10:27:04 AM,,2858,6/28/2018 10:27:12 AM,Van
22,,10645,6/28/2018 10:28:21 AM,,5852,6/28/2018 10:29:19 AM,Van
184,,10646,6/28/2018 10:31:14 AM,,1465,6/28/2018 10:31:22 AM,Van
195,,10647,6/28/2018 10:33:01 AM,6/28/2018 11:42:40 AM,2362,6/28/2018 10:33:11 AM,Van
182,,10648,6/28/2018 10:33:42 AM,,1049,6/28/2018 10:33:50 AM,Van
182,,10649,6/28/2018 10:33:55 AM,,2840,6/28/2018 10:34:04 AM,Van
302,,10650,6/28/2018 10:34:03 AM,,2070,6/28/2018 10:34:10 AM,Van
91,,10651,6/28/2018 10:34:33 AM,,2415,6/28/2018 10:34:43 AM,Van
96,,10652,6/28/2018 10:36:20 AM,,5164,6/28/2018 10:36:40 AM,Van
319,6/28/2018 10:37:43 AM,10653,6/28/2018 10:37:04 AM,,3497,6/28/2018 10:37:24 AM,Van
62,,10654,6/28/2018 10:37:05 AM,,1344,6/28/2018 10:37:22 AM,Van
107,6/28/2018 10:38:33 AM,10655,6/28/2018 10:38:00 AM,,1485,6/28/2018 10:38:10 AM,Van
107,,10656,6/28/2018 10:38:46 AM,,3049,6/28/2018 10:39:11 AM,Van
241,,10657,6/28/2018 10:38:48 AM,,2486,6/28/2018 10:38:56 AM,Van
110,,10658,6/28/2018 10:40:32 AM,,2325,6/28/2018 10:40:40 AM,Van
200,,10659,6/28/2018 10:40:36 AM,,2808,6/28/2018 10:40:44 AM,Van
104,,10660,6/28/2018 10:41:08 AM,,5237,6/28/2018 10:41:42 AM,Van
197,6/28/2018 10:42:51 AM,10661,6/28/2018 10:41:33 AM,,812,6/28/2018 10:41:41 AM,Van
198,,10662,6/28/2018 10:42:18 AM,,3771,6/28/2018 10:42:26 AM,Van
52,,10663,6/28/2018 10:42:29 AM,,3880,6/28/2018 10:42:37 AM,Van
2,6/28/2018 10:47:44 AM,10664,6/28/2018 10:42:52 AM,,,,Van
200,,10665,6/28/2018 10:44:42 AM,,3884,6/28/2018 10:44:59 AM,Van
202,,10666,6/28/2018 10:45:11 AM,,1950,6/28/2018 10:45:33 AM,Van
222,,10667,6/28/2018 10:46:20 AM,,3754,6/28/2018 10:46:28 AM,Van
36,,10668,6/28/2018 10:46:34 AM,,547,6/28/2018 10:46:46 AM,Van
126,,10669,6/28/2018 10:47:12 AM,,5491,6/28/2018 10:47:32 AM,Van
2,6/28/2018 10:48:41 AM,10670,6/28/2018 10:47:56 AM,,,,Van
72,,10671,6/28/2018 10:48:08 AM,,3809,6/28/2018 10:48:28 AM,Van
2,6/28/2018 10:50:43 AM,10672,6/28/2018 10:49:15 AM,,,,Van
201,6/28/2018 10:50:50 AM,10673,6/28/2018 10:49:29 AM,,2437,6/28/2018 10:49:39 AM,Van
22,,10674,6/28/2018 10:50:28 AM,,5800,6/28/2018 10:50:52 AM,Van
310,,10675,6/28/2018 10:51:03 AM,,1723,6/28/2018 10:51:23 AM,Van
2,6/28/2018 10:54:30 AM,10676,6/28/2018 10:51:04 AM,,,,Van
239,,10677,6/28/2018 10:53:33 AM,,3322,6/28/2018 10:53:42 AM,Van
44,,10678,6/28/2018 10:54:00 AM,,657,6/28/2018 10:54:12 AM,Van
2,6/28/2018 10:58:12 AM,10679,6/28/2018 10:54:45 AM,,,,Van
210,,10680,6/28/2018 10:56:36 AM,,3477,6/28/2018 10:56:48 AM,Van
39,,10681,6/28/2018 10:56:41 AM,,3816,6/28/2018 10:57:01 AM,Van
55,,10682,6/28/2018 10:56:43 AM,,3929,6/28/2018 10:57:25 AM,Van
166,,10683,6/28/2018 10:57:21 AM,,2351,6/28/2018 10:57:29 AM,Van
187,,10684,6/28/2018 10:57:25 AM,,3006,6/28/2018 10:57:35 AM,Van
105,,10685,6/28/2018 10:57:27 AM,,5519,6/28/2018 10:58:02 AM,Van
265,,10686,6/28/2018 10:57:48 AM,,2485,6/28/2018 10:57:56 AM,Van
48,,10687,6/28/2018 10:58:29 AM,,1925,6/28/2018 10:59:15 AM,Van
16,,10688,6/28/2018 10:58:52 AM,,27593,6/28/2018 11:00:11 AM,Van
3,,10689,6/28/2018 10:59:07 AM,,4013,6/28/2018 11:03:13 AM,Van
45,,10690,6/28/2018 10:59:56 AM,,6367,6/28/2018 11:01:08 AM,Van
157,,10691,6/28/2018 11:01:10 AM,,3329,6/28/2018 11:01:30 AM,Van
49,,10692,6/28/2018 11:02:33 AM,,3871,6/28/2018 11:02:42 AM,Van
146,,10693,6/28/2018 11:02:42 AM,,5341,6/28/2018 11:03:05 AM,Van
100,,10694,6/28/2018 11:02:47 AM,,3170,6/28/2018 11:02:53 AM,Van
115,,10695,6/28/2018 11:03:11 AM,,1262,6/28/2018 11:03:19 AM,Van
40,,10696,6/28/2018 11:03:31 AM,,648,6/28/2018 11:04:03 AM,Van
14,6/28/2018 11:14:19 AM,10697,6/28/2018 11:03:34 AM,,,,Van
45,,10698,6/28/2018 11:04:27 AM,,16062,6/28/2018 11:07:43 AM,Motorcycle
235,,10699,6/28/2018 11:04:44 AM,,1033,6/28/2018 11:04:55 AM,Van
179,,10700,6/28/2018 11:05:18 AM,,2954,6/28/2018 11:05:46 AM,Van
236,6/28/2018 11:07:06 AM,10701,6/28/2018 11:06:32 AM,,3233,6/28/2018 11:06:44 AM,Van
197,,10702,6/28/2018 11:06:59 AM,,1950,6/28/2018 11:07:21 AM,Van
236,6/28/2018 11:07:54 AM,10703,6/28/2018 11:07:20 AM,,3221,6/28/2018 11:07:33 AM,Van
131,,10704,6/28/2018 11:07:25 AM,,1730,6/28/2018 11:07:33 AM,Van
120,,10705,6/28/2018 11:07:47 AM,,2986,6/28/2018 11:07:57 AM,Van
36,,10706,6/28/2018 11:08:02 AM,,921,6/28/2018 11:08:18 AM,Motorcycle
57,,10707,6/28/2018 11:09:24 AM,,5616,6/28/2018 11:09:44 AM,Van
196,,10708,6/28/2018 11:09:55 AM,,3864,6/28/2018 11:10:05 AM,Van
31,,10709,6/28/2018 11:10:07 AM,,4929,6/28/2018 11:10:30 AM,Van
188,,10710,6/28/2018 11:10:52 AM,,3133,6/28/2018 11:10:59 AM,Van
182,,10711,6/28/2018 11:11:30 AM,,3550,6/28/2018 11:11:38 AM,Van
240,6/28/2018 11:13:03 AM,10712,6/28/2018 11:12:09 AM,,3506,6/28/2018 11:12:22 AM,Van
102,,10713,6/28/2018 11:13:41 AM,,3764,6/28/2018 11:13:55 AM,Van
